,title,issues,price,deskripsi,size,img,status
36,GROOVE,Svggest,Rp 199.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, broken white plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/03/groove-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/groove-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/groove-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/groove-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/groove-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/groove-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ss-size-chart-2023-2-500x500.jpg']",Out of Stock
37,SING 07,Morbid Wound,Rp 99.000,Heather grey stretch 1×1 cotton rib sleeveless undershirt with woven patch and cotton label,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-07-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-07-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-07-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-07-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-07-5-500x500.jpg']",Out of Stock
38,SING 06,Morbid Wound,Rp 99.000,Black stretch 1×1 cotton rib sleeveless undershirt with woven patch and cotton label,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-06-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-06-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-06-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-06-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/sing-06-5-500x500.jpg']",Out of Stock
39,SHATERNAL,Morbid Wound,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, multi color plascharge ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/shaternal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/shaternal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/shaternal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/shaternal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/shaternal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ss-size-chart-2023-3-500x500.jpg']", in ready
40,MATCROS,Morbid Wound,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, multi color plascharge ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/matcros-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matcros-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matcros-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matcros-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matcros-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ss-size-chart-2023-3-500x500.jpg']", in ready
41,THORNDER,Morbid Wound,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, multi color plascharge ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/thornder-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thornder-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thornder-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thornder-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thornder-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thornder-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ss-size-chart-2023-3-500x500.jpg']", in ready
42,POCKAL,Morbid Wound,Rp 189.000,"Black 20s cotton short sleeve pocket T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, woven patch.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/03/pockal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/pockal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/pockal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/pockal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ss-size-chart-2023-3-500x500.jpg']",Out of Stock
43,GARGOYLE,Morbid Wound,Rp 189.000,"White 16s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, dark blue plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/03/gargoyle-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/gargoyle-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/gargoyle-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/gargoyle-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/gargoyle-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/gargoyle-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ss-size-chart-2023-3-500x500.jpg']",Out of Stock
44,HOTAL,Morbid Wound,Rp 189.000,"Dark blue 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, red and orange plastisol ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/hotal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/hotal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/hotal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/hotal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/hotal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ss-size-chart-2023-3-500x500.jpg']", in ready
45,VHANAL,Morbid Wound,Rp 189.000,"White 16s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, black and white plastisol ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/vhanal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/vhanal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/vhanal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/vhanal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/vhanal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ss-size-chart-2023-3-500x500.jpg']", in ready
46,SKULION,Morbid Wound,Rp 199.000,"White 16s cotton long sleeve T-shirts, open-end yarn, 100% cotton, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
rib cuffs, double needle bottom hem, black and red plastisol ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/skulion-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skulion-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skulion-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skulion-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skulion-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ls-size-chart-2023-1-500x500.jpg']", in ready
47,VALLEN,Morbid Wound,Rp 199.000,"Black 20s cotton long sleeve T-shirts, open-end yarn, 100% cotton, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
rib cuffs, double needle bottom hem, white and silver shimmer plastisol ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/vallen-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/vallen-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/vallen-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/vallen-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/vallen-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ls-size-chart-2023-1-500x500.jpg']", in ready
48,DORSTER,Morbid Wound,Rp 199.000,"White 16s cotton long sleeve T-shirts, open-end yarn, 100% cotton, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
rib cuffs, double needle bottom hem, black and brown plastisol ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/dorster-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/dorster-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/dorster-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/dorster-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/dorster-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ts-ls-size-chart-2023-1-500x500.jpg']", in ready
49,CONTENAL,Morbid Wound,Rp 439.000,"Black cotton fleece 280 gsm zip-up hoodie, multi color plastisol ink screen print, silver chrome color zipper.","['M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/contenal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/contenal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/contenal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/contenal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/contenal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/contenal-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-zh-size-chart-2023-500x500.jpg']", in ready
50,VENAL,Morbid Wound,Rp 439.000,"Black cotton fleece 280 gsm zip-up hoodie, full print pattern dark grey discharge ink screen print, silver chrome color zipper.","['M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/venal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/venal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/venal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/venal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/venal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-zh-size-chart-2023-500x500.jpg']", in ready
51,MATGIC,Morbid Wound,Rp 439.000,"Ash grey cotton fleece 280 gsm zip-up hoodie, black and red plastisol ink screen print, silver chrome color zipper.","['M', 'L', 'XL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/matgic-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matgic-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matgic-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matgic-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matgic-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/matgic-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-zh-size-chart-2023-500x500.jpg']", in ready
52,REWITCH,Morbid Wound,Rp 429.000,"Black cotton fleece 280 gsm pullover hoodie, multi color plastisol ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/rewitch-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/rewitch-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/rewitch-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/rewitch-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ph-size-chart-2023-1-500x500.jpg']", in ready
53,BOXTER,Morbid Wound,Rp 429.000,"Black cotton fleece 280 gsm pullover hoodie, woven patch.","['M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/boxter-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/boxter-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/boxter-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/boxter-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ph-size-chart-2023-1-500x500.jpg']", in ready
54,THOVERS,Morbid Wound,Rp 429.000,"Black cotton fleece 280 gsm pullover hoodie, white and dark grey plastisol ink screen print.","['M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/thovers-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thovers-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thovers-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thovers-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thovers-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/thovers-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-ph-size-chart-2023-1-500x500.jpg']", in ready
55,SKULIGAN,Morbid Wound,Rp 429.000,"Black and white cotton crewneck knitwear button sweaters, woven patch.","['M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/skuligan-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skuligan-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skuligan-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skuligan-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skuligan-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/skuligan-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-kw-size-chart-2023-500x500.jpg']", in ready
56,MATHEW,Morbid Wound,Rp 429.000,"Black cotton fleece 280 gsm crewneck, white plastisol ink screen print.","['M', 'L', 'XL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/mathew-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mathew-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mathew-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mathew-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-cn-size-chart-2023-2-500x500.jpg']", in ready
57,WOVENAL,Morbid Wound,Rp 429.000,"Black cotton fleece 280 gsm crewneck, woven patch.","['M', 'L', 'XL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/wovenal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/wovenal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/wovenal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/wovenal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/0-cn-size-chart-2023-2-500x500.jpg']", in ready
58,MTD 59,Morbid Wound,Rp 399.000,"Black washed stretch 11,5 oz slimfit longpants jeans with black leather backpatch and silver rivets & button.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/03/mtd-59-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mtd-59-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mtd-59-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mtd-59-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mtd-59-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mtd-59-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/mtd-59-7-500x500.jpg']",Out of Stock
59,ZREN,Morbid Wound,Rp 399.000,Army green stretch polyester slimfit cargo longpants with green buttons and woven patch.,"['28', '30', '32', '34', '36', '38']","['https://www.maternaldisaster.com/wp-content/uploads/2024/03/zren-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/zren-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/zren-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/zren-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/zren-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/zren-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/zren-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/03/zren-8-500x500.jpg']", in ready
